Table:          MDSM
Displayed Fields:  67 of  103       Fixed Columns:                 4      List Width 1023
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| |Client|Sim.requmts no.|Sim.rqmtsItmNo.|Record type|Order level|Order path|BOM item|Sort String|Plnng scenario|Material            |Plant |Stor. Location|Supply Area |RequirementType|Item Category|Sub-item ID|Bulk Material|Item text|Intra material|Phantom item|Configur. item|Res./Purc. req.|Direct procure.|Reqmt Qty        |Base Unit|Usage qty - UoM       |Debit/Credit|Mat. Prov. Ind.|Spare part ID|Quantity in UnE  |Unit of Entry|Numerator|Denominator|Qty is Fixed|Alt. item|Usage prob.|AltItemGroup|Priority|Strategy|Component Scrap|Operation scrap|Net indicator|Reqmt Date|Latest req.date|Distribution|Lead-tm offset|Time qty req'd|Var-sized item|Number           |Qty Var-sz item  |Size unit|Size 1           |Size 2           |Size 3           |Formula key|Int. object no.   |Follow-Up Item|Discontin. ind.|Discont. group|Follow-up group|FollowUp MatInd|Required qty     |FollUp/OrigMat.   |Transfer factor|Long text lang|Item Text                               |Item text                               |
| |010   |3575336107     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |03.11.2021|03.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336115     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |04.11.2021|04.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336115     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |04.11.2021|04.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336115     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |04.11.2021|04.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336122     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |04.11.2021|04.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336122     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |04.11.2021|04.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336122     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |04.11.2021|04.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336131     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |05.11.2021|05.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336131     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |05.11.2021|05.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336131     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |05.11.2021|05.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336137     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |05.11.2021|05.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336137     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |05.11.2021|05.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336137     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         210,000 |ST       | 0,000000000000000E+00|H           |               |             |         210,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |05.11.2021|05.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         210,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336144     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         180,000 |ST       | 0,000000000000000E+00|H           |               |             |         180,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |08.11.2021|08.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         180,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336144     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         180,000 |ST       | 0,000000000000000E+00|H           |               |             |         180,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |08.11.2021|08.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         180,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336144     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         180,000 |ST       | 0,000000000000000E+00|H           |               |             |         180,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |08.11.2021|08.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         180,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336151     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         180,000 |ST       | 0,000000000000000E+00|H           |               |             |         180,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |09.11.2021|09.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         180,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336151     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         180,000 |ST       | 0,000000000000000E+00|H           |               |             |         180,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |09.11.2021|09.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         180,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336151     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         180,000 |ST       | 0,000000000000000E+00|H           |               |             |         180,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |09.11.2021|09.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         180,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336304     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |10.11.2021|10.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336304     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |10.11.2021|10.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336304     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |10.11.2021|10.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336307     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |11.11.2021|11.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336307     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |11.11.2021|11.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336307     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |11.11.2021|11.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336311     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |15.11.2021|15.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336311     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |15.11.2021|15.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336311     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |15.11.2021|15.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336314     |0167           |           |01         |0001      |0010    |           |003           |S003407424          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |16.11.2021|16.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336314     |0177           |           |01         |0003      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |16.11.2021|16.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575336314     |0178           |           |01         |0003      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |16.11.2021|16.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575338493     |0005           |           |00         |0000      |0140    |           |003           |S003407479          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |03.11.2021|03.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575338493     |0128           |           |01         |0001      |0010    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |03.11.2021|03.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
| |010   |3575338493     |0129           |           |01         |0001      |0020    |           |003           |S003407408          |BG10  |2000          |2000-43310  |SB             |L            |           |             |         |              |            |              |               |               |         240,000 |ST       | 0,000000000000000E+00|H           |               |             |         240,000 |ST           |    1    |    1      |            |         | 0         |            |00      |        | 0,00          | 0,00          |             |03.11.2021|03.11.2021     |            |  0           |00:00:00      |              |           0,000 |           0,000 |         |           0,000 |           0,000 |           0,000 |           |000000000000000000|              |               |              |               |               |         240,000 |                  |0,0000         |              |                                        |                                        |
