|Material  |Material Number           |ICt|Spare|Component |BOM component                    |Item Text Line 1|Item text line 2|Quantity|Un|
|S003418630|Circuit 0108 FLRYA 0.5 B/G            |L  |     |C9703936  |LT Single Wire FLRYA 0.5 B/G            |                |                |  2 355 |MM|
|S003418630|Circuit 0108 FLRYA 0.5 B/G            |L  |L    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S003418630|Circuit 0108 FLRYA 0.5 B/G            |L  |R    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003418630|Circuit 0108 FLRYA 0.5 B/G            |L  |R    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003418689|Circuit 0030 FLRYA 0.5 Y              |L  |R    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003418689|Circuit 0030 FLRYA 0.5 Y              |L  |L    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S003418689|Circuit 0030 FLRYA 0.5 Y              |L  |R    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003418689|Circuit 0030 FLRYA 0.5 Y              |L  |     |C9703970  |LT Single Wire FLRYA 0.5 Y              |                |                |  2 100 |MM|
|S003418692|Circuit 0090 FLRYA 0.5 GY/O           |L  |     |C9703921  |LT Single Wire FLRYA 0.5 GY/O           |                |                |  3 015 |MM|
|S003418692|Circuit 0090 FLRYA 0.5 GY/O           |L  |L    |7116472102|Terminal YESC Female 0.64mm Sealed/Unsea|                |                |      1 |PC|
|S003418692|Circuit 0090 FLRYA 0.5 GY/O           |L  |R    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003418721|Circuit 0030 FLRYA 0.5 Y              |L  |     |C9703970  |LT Single Wire FLRYA 0.5 Y              |                |                |  2 810 |MM|
|S003418721|Circuit 0030 FLRYA 0.5 Y              |L  |L    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S003418721|Circuit 0030 FLRYA 0.5 Y              |L  |R    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003418721|Circuit 0030 FLRYA 0.5 Y              |L  |R    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003418727|Circuit 0055 FLRYA 0.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003418727|Circuit 0055 FLRYA 0.5 B              |L  |L    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003418727|Circuit 0055 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    275 |MM|
|S003418730|Circuit 0056 FLRYA 0.5 B              |L  |L    |7114410002|Terminal YESC Male 1.5mm Unsealed       |                |                |      1 |PC|
|S003418730|Circuit 0056 FLRYA 0.5 B              |L  |R    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003418730|Circuit 0056 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    635 |MM|
|S003419170|Circuit 0008 FLRYA 1.5 W/G            |L  |     |C9706546  |LT Single Wire FLRYA 1.5 W/G            |                |                |    890 |MM|
|S003419170|Circuit 0008 FLRYA 1.5 W/G            |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003419170|Circuit 0008 FLRYA 1.5 W/G            |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003419379|Circuit 0103 FLRYA 0.5 B/G            |L  |     |C9703936  |LT Single Wire FLRYA 0.5 B/G            |                |                |  1 155 |MM|
|S003419379|Circuit 0103 FLRYA 0.5 B/G            |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003419379|Circuit 0103 FLRYA 0.5 B/G            |L  |R    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S003419379|Circuit 0103 FLRYA 0.5 B/G            |L  |L    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003419405|Circuit 0028 FLRYA 0.5 Y              |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003419405|Circuit 0028 FLRYA 0.5 Y              |L  |R    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S003419405|Circuit 0028 FLRYA 0.5 Y              |L  |L    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003419405|Circuit 0028 FLRYA 0.5 Y              |L  |     |C9703970  |LT Single Wire FLRYA 0.5 Y              |                |                |  1 155 |MM|
|S003419440|Circuit 0109 FLRYA 0.5 W/BR           |L  |     |C9703948  |LT Single Wire FLRYA 0.5 W/BR           |                |                |  2 130 |MM|
|S003419440|Circuit 0109 FLRYA 0.5 W/BR           |L  |L    |7116697102|Terminal MX 150 Female 1.5              |                |                |      1 |PC|
|S003419440|Circuit 0109 FLRYA 0.5 W/BR           |L  |R    |7114631502|Terminal YESC Male 1.5mm Unsealed       |                |                |      1 |PC|
|S003467475|Circuit 0009 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |  1 090 |MM|
|S003467475|Circuit 0009 FLRYB 2.5 B              |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003467475|Circuit 0009 FLRYB 2.5 B              |L  |R    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003467546|Circuit 0023 FRYA 0.5 B               |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    670 |MM|
|S003467546|Circuit 0023 FRYA 0.5 B               |L  |L    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003467546|Circuit 0023 FRYA 0.5 B               |L  |R    |7114429802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003467604|Circuit 0018 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467604|Circuit 0018 FLRYA 0.5 B              |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S003467604|Circuit 0018 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    920 |MM|
|S003467704|Circuit 0024 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    640 |MM|
|S003467704|Circuit 0024 FLRYA 0.5 B              |L  |L    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467704|Circuit 0024 FLRYA 0.5 B              |L  |R    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003467811|Circuit 0025 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    635 |MM|
|S003467811|Circuit 0025 FLRYA 0.5 B              |L  |L    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467811|Circuit 0025 FLRYA 0.5 B              |L  |R    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003467812|Circuit 0024 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    665 |MM|
|S003467812|Circuit 0024 FLRYA 0.5 B              |L  |L    |7114429802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003467812|Circuit 0024 FLRYA 0.5 B              |L  |R    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003467816|Circuit 0039 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 125 |MM|
|S003467816|Circuit 0039 FLRYA 0.5 B              |L  |L    |7116427002|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003467816|Circuit 0039 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467817|Circuit 0015 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 860 |MM|
|S003467817|Circuit 0015 FLRYA 0.5 B              |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003467817|Circuit 0015 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467817|Circuit 0015 FLRYA 0.5 B              |L  |L    |7158303050|Single Wire Seal Red                    |                |                |      1 |PC|
|S003467819|Circuit 0009 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 860 |MM|
|S003467819|Circuit 0009 FLRYA 0.5 B              |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003467819|Circuit 0009 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467819|Circuit 0009 FLRYA 0.5 B              |L  |L    |7158303050|Single Wire Seal Red                    |                |                |      1 |PC|
|S003467872|Circuit 0008 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 850 |MM|
|S003467872|Circuit 0008 FLRYA 0.5 B              |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003467872|Circuit 0008 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467872|Circuit 0008 FLRYA 0.5 B              |L  |L    |7158303050|Single Wire Seal Red                    |                |                |      1 |PC|
|S003467873|Circuit 0011 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467873|Circuit 0011 FLRYA 0.5 B              |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003467873|Circuit 0011 FLRYA 0.5 B              |L  |L    |7158303050|Single Wire Seal Red                    |                |                |      1 |PC|
|S003467873|Circuit 0011 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 840 |MM|
|S003467876|Circuit 0007 FLRYA 0.5 B              |L  |R    |7114700102|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S003467876|Circuit 0007 FLRYA 0.5 B              |L  |L    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467876|Circuit 0007 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |    640 |MM|
|S003467879|Circuit 0006 FLRYA 0.5 B              |L  |L    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467879|Circuit 0006 FLRYA 0.5 B              |L  |R    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003467879|Circuit 0006 FLRYA 0.5 B              |L  |R    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003467879|Circuit 0006 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  2 095 |MM|
|S003467880|Circuit 0001 FLRYA 1 B                |L  |R    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S003467880|Circuit 0001 FLRYA 1 B                |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003467880|Circuit 0001 FLRYA 1 B                |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S003467880|Circuit 0001 FLRYA 1 B                |L  |     |C9706030  |LT Single Wire FLRYA 1 B                |                |                |  1 860 |MM|
|S003467941|Circuit 0002 FLRYA 1 B                |L  |     |C9706030  |LT Single Wire FLRYA 1 B                |                |                |  1 855 |MM|
|S003467941|Circuit 0002 FLRYA 1 B                |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003467941|Circuit 0002 FLRYA 1 B                |L  |R    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S003467941|Circuit 0002 FLRYA 1 B                |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S003467944|Circuit 0010 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467944|Circuit 0010 FLRYA 0.5 B              |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S003467944|Circuit 0010 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 105 |MM|
|S003467945|Circuit 0011 FLRYA 0.5 B              |L  |R    |7114654602|Terminal Generation Y Male 0.64mm Unseal|                |                |      1 |PC|
|S003467945|Circuit 0011 FLRYA 0.5 B              |L  |L    |7116568302|Terminal GET Female 0.64mm Unsealed     |                |                |      1 |PC|
|S003467945|Circuit 0011 FLRYA 0.5 B              |L  |     |C9703930  |LT Single Wire FLRYA 0.5 B              |                |                |  1 095 |MM|
|S003468008|Circuit 0062 FLRYA 1 B                |L  |R    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S003468008|Circuit 0062 FLRYA 1 B                |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003468008|Circuit 0062 FLRYA 1 B                |L  |L    |7158303190|Single Wire Seal Blue                   |                |                |      1 |PC|
|S003468008|Circuit 0062 FLRYA 1 B                |L  |     |C9706030  |LT Single Wire FLRYA 1 B                |                |                |  1 640 |MM|
|S003468017|Circuit 0033 FLRYA 1.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003468017|Circuit 0033 FLRYA 1.5 B              |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003468017|Circuit 0033 FLRYA 1.5 B              |L  |     |C9706530  |LT Single Wire FLRYA 1.5 B              |                |                |    985 |MM|
|S003468018|Circuit 0035 FLRYA 1.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003468018|Circuit 0035 FLRYA 1.5 B              |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003468018|Circuit 0035 FLRYA 1.5 B              |L  |     |C9706530  |LT Single Wire FLRYA 1.5 B              |                |                |    985 |MM|
|S003468179|Circuit 0018 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003468179|Circuit 0018 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003468179|Circuit 0018 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    475 |MM|
|S003468180|Circuit 0021 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003468180|Circuit 0021 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003468180|Circuit 0021 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    455 |MM|
|S003468232|Circuit 0021 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    485 |MM|
|S003468232|Circuit 0021 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003468232|Circuit 0021 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003468233|Circuit 0027 FLRYA 0.75 B             |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003468233|Circuit 0027 FLRYA 0.75 B             |L  |L    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S003468233|Circuit 0027 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    895 |MM|
|S003468238|Circuit 0027 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003468238|Circuit 0027 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003468238|Circuit 0027 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    570 |MM|
|S003468272|Circuit 0026 FLRYA 0.75 B             |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003468272|Circuit 0026 FLRYA 0.75 B             |L  |L    |7114198402|Terminal 110 Male 2.8mm Unsealed        |                |                |      1 |PC|
|S003468272|Circuit 0026 FLRYA 0.75 B             |L  |     |C9704030  |LT Single Wire FLRYA 0.75 B             |                |                |    920 |MM|
|S003469883|Circuit 0018 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    455 |MM|
|S003469883|Circuit 0018 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003469883|Circuit 0018 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003470699|Circuit 0001 FLRYB 2.5 B              |L  |     |H2807030  |LT Single Wire FLRYB 2.5 B              |                |                |    490 |MM|
|S003470699|Circuit 0001 FLRYB 2.5 B              |L  |L    |7114198302|Terminal Other Male 2.8mm Unsealed      |                |                |      1 |PC|
|S003470699|Circuit 0001 FLRYB 2.5 B              |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003484937|Circuit 0115 FLRYA 0.75 B/G           |L  |     |C9704036  |LT Single Wire FLRYA 0.75 B/G           |                |                |  2 480 |MM|
|S003484937|Circuit 0115 FLRYA 0.75 B/G           |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003484937|Circuit 0115 FLRYA 0.75 B/G           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003484937|Circuit 0115 FLRYA 0.75 B/G           |L  |L    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S003484954|Circuit 0102 FLRYA 0.5 G              |L  |     |C9703960  |LT Single Wire FLRYA 0.5 G              |                |                |  2 275 |MM|
|S003484954|Circuit 0102 FLRYA 0.5 G              |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003484954|Circuit 0102 FLRYA 0.5 G              |L  |R    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003484954|Circuit 0102 FLRYA 0.5 G              |L  |L    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003484955|Circuit 0111 FLRYA 0.5 B/Y            |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003484955|Circuit 0111 FLRYA 0.5 B/Y            |L  |R    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003484955|Circuit 0111 FLRYA 0.5 B/Y            |L  |L    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003484955|Circuit 0111 FLRYA 0.5 B/Y            |L  |     |C9703937  |LT Single Wire FLRYA 0.5 B/Y            |                |                |  2 275 |MM|
|S003485120|Circuit 0046 FLRYA 0.5 B/G            |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003485120|Circuit 0046 FLRYA 0.5 B/G            |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485120|Circuit 0046 FLRYA 0.5 B/G            |L  |     |C9703936  |LT Single Wire FLRYA 0.5 B/G            |                |                |    355 |MM|
|S003485121|Circuit 0049 FLRYA 0.75 B/G           |L  |     |C9704036  |LT Single Wire FLRYA 0.75 B/G           |                |                |  2 500 |MM|
|S003485121|Circuit 0049 FLRYA 0.75 B/G           |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003485121|Circuit 0049 FLRYA 0.75 B/G           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003485121|Circuit 0049 FLRYA 0.75 B/G           |L  |L    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S003485122|Circuit 0094 FLRYA 0.75 B/G           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003485122|Circuit 0094 FLRYA 0.75 B/G           |L  |L    |7116410302|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003485122|Circuit 0094 FLRYA 0.75 B/G           |L  |L    |7157339660|Single Wire Seal Green                  |                |                |      1 |PC|
|S003485122|Circuit 0094 FLRYA 0.75 B/G           |L  |     |C9704036  |LT Single Wire FLRYA 0.75 B/G           |                |                |    565 |MM|
|S003485125|Circuit 0030 FLRYA 0.5 Y              |L  |     |C9703970  |LT Single Wire FLRYA 0.5 Y              |                |                |  2 350 |MM|
|S003485125|Circuit 0030 FLRYA 0.5 Y              |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003485125|Circuit 0030 FLRYA 0.5 Y              |L  |R    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485125|Circuit 0030 FLRYA 0.5 Y              |L  |L    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003485126|Circuit 0032 FLRYA 0.5 B/Y            |L  |L    |7116410202|Terminal YESC Female 1.5mm Sealed       |                |                |      1 |PC|
|S003485126|Circuit 0032 FLRYA 0.5 B/Y            |L  |R    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485126|Circuit 0032 FLRYA 0.5 B/Y            |L  |L    |7157337950|Single Wire Seal Pink                   |                |                |      1 |PC|
|S003485126|Circuit 0032 FLRYA 0.5 B/Y            |L  |     |C9703937  |LT Single Wire FLRYA 0.5 B/Y            |                |                |  2 350 |MM|
|S003485127|Circuit 0036 FLRYA 1.5 BR/L           |L  |     |C9706589  |LT Single Wire FLRYA 1.5 BR/L           |                |                |  2 405 |MM|
|S003485127|Circuit 0036 FLRYA 1.5 BR/L           |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485127|Circuit 0036 FLRYA 1.5 BR/L           |L  |R    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485128|Circuit 0038 FLRYA 1.5 BR/W           |L  |     |C9706584  |LT Single Wire FLRYA 1.5 BR/W           |                |                |  2 405 |MM|
|S003485128|Circuit 0038 FLRYA 1.5 BR/W           |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485128|Circuit 0038 FLRYA 1.5 BR/W           |L  |R    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485145|Circuit 0095 FLRYA 0.5 GY/BR          |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003485145|Circuit 0095 FLRYA 0.5 GY/BR          |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485145|Circuit 0095 FLRYA 0.5 GY/BR          |L  |     |C97039K5  |LT Single Wire FLRYA 0.5 GY/BR          |                |                |    455 |MM|
|S003485146|Circuit 0080 FLRYA 0.5 L/G            |L  |     |C9703996  |LT Single Wire FLRYA 0.5 L/G            |                |                |  3 500 |MM|
|S003485146|Circuit 0080 FLRYA 0.5 L/G            |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485146|Circuit 0080 FLRYA 0.5 L/G            |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003485147|Circuit 0097 FLRYA 0.5 L/G            |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S003485147|Circuit 0097 FLRYA 0.5 L/G            |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485147|Circuit 0097 FLRYA 0.5 L/G            |L  |     |C9703996  |LT Single Wire FLRYA 0.5 L/G            |                |                |    425 |MM|
|S003485148|Circuit 0052 FLRYA 1.5 L/W            |L  |     |C9706594  |LT Single Wire FLRYA 1.5 L/W            |                |                |    830 |MM|
|S003485148|Circuit 0052 FLRYA 1.5 L/W            |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485148|Circuit 0052 FLRYA 1.5 L/W            |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485149|Circuit 0055 FLRYA 1.5 W              |L  |     |C9706540  |LT Single Wire FLRYA 1.5 W              |                |                |    830 |MM|
|S003485149|Circuit 0055 FLRYA 1.5 W              |L  |L    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485149|Circuit 0055 FLRYA 1.5 W              |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485150|Circuit 0058 FLRYA 1.5 BR/W           |L  |     |C9706584  |LT Single Wire FLRYA 1.5 BR/W           |                |                |  3 960 |MM|
|S003485150|Circuit 0058 FLRYA 1.5 BR/W           |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485150|Circuit 0058 FLRYA 1.5 BR/W           |L  |R    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485151|Circuit 0061 FLRYA 1.5 V/GY           |L  |     |C97065G5  |LT Single Wire FLRYA 1.5 V/GY           |                |                |  3 960 |MM|
|S003485151|Circuit 0061 FLRYA 1.5 V/GY           |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485151|Circuit 0061 FLRYA 1.5 V/GY           |L  |R    |7116390302|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485152|Circuit 0085 FLRYA 0.35 GY/O          |L  |R    |7116472002|Terminal YESC Female 0.64mm Unsealed    |                |                |      1 |PC|
|S003485152|Circuit 0085 FLRYA 0.35 GY/O          |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485152|Circuit 0085 FLRYA 0.35 GY/O          |L  |     |C9706921  |LT Single Wire FLRYA 0.35 GY/O          |                |                |    810 |MM|
|S003485153|Circuit 0086 FLRYA 0.35 V/O           |L  |R    |7116472002|Terminal YESC Female 0.64mm Unsealed    |                |                |      1 |PC|
|S003485153|Circuit 0086 FLRYA 0.35 V/O           |L  |L    |7116390402|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S003485153|Circuit 0086 FLRYA 0.35 V/O           |L  |     |C97069E3  |LT Single Wire FLRYA 0.35 V/O           |                |                |    810 |MM|
|S003485154|Circuit 0069 FLRYB 2.5 B/G            |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485154|Circuit 0069 FLRYB 2.5 B/G            |L  |R    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
|S003485154|Circuit 0069 FLRYB 2.5 B/G            |L  |     |H2807036  |LT Single Wire FLRYB 2.5 B/G            |                |                |    720 |MM|
|S003485155|Circuit 0084 FLRYB 2.5 G/R            |L  |     |H2807065  |LT Single Wire FLRYB 2.5 G/R            |                |                |    720 |MM|
|S003485155|Circuit 0084 FLRYB 2.5 G/R            |L  |L    |7116427202|Terminal YESC Kaizen Female 2.8mm Unseal|                |                |      1 |PC|
